__main__.py is_application_running() INFO: Checking if the application is already running. 05.22.24 22:04:01
__main__.py is_application_running() INFO: Application is already running with PID: 2832 05.22.24 22:04:01
__main__.py start_or_connect_application() INFO: Connecting to the running instance with PID: 2832. 05.22.24 22:04:01
__main__.py wait_for_window() INFO: Waiting for window with title matching: .*Tradeview.*. 05.22.24 22:04:01
__main__.py wait_for_window() INFO: Window found and ready. 05.22.24 22:04:01
__main__.py is_strategy_tester_open() INFO: Checking if the Strategy Tester is open... 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Logging all child windows: 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: For Help, press F1, msctls_statusbar32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Standard, AfxControlBar140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Timeframes, ToolbarWindow32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Line Studies, ToolbarWindow32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Charts, ToolbarWindow32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Standard, ToolbarWindow32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Terminal, AfxControlBar140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: 19:34:01, Afx:00280000:b:00010003:00000000:00000000 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Terminal, Afx:00280000:b:00010003:00000000:00000000 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , #32770 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysHeader32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Tester, Afx:00280000:b:00010003:00000000:00000000 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , AfxWnd140s 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Expert Advisor, ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Fib retracement\ao_swing_fib_ret_bo.ex4, ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Fib retracement\ao_swing_fib_ret_bo.ex4, Edit 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Expert properties, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Symbol:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: GBPJPY, British Pound vs Japanese Yen, ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Period:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: M1, ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Symbol properties, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Model:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Every tick (the most precise method based on all available least timeframes to generate each tick), ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Spread:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Current, ComboBox 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Current, Edit 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Open chart, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Modify expert, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Use date, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: From:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: 2023.10.25, SysDateTimePick32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Optimization, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: To:, Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: 2023.10.26, SysDateTimePick32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Visual mode, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , msctls_trackbar32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: | |, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Skip to, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: 2024.05.22, SysDateTimePick32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: Start, Button 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , Static 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , msctls_progress32 05.22.24 22:04:02
__main__.py log_all_child_windows() INFO: Child window: , SysListView32 05.22.24 22:04:02
